score,nscore,pscore,obscore,synset,text
1,0.327613105,0.491419657,0.180967239, ohio.n.01 belly_laugh.n.02 eye.n.05 red.s.01 must.n.01 very.r.01 potent.a.03 pluck.v.04 sting.v.02,ThetimeheroLink oh wow your eyes are red you must be really strong  -I pick you up and bite off your head-
1,0,0,1, tied.s.05 single.v.01,NergaardKai not even a single. Lol  #yaaaaawn
1,0,0,1, time.v.05 national_geospatial-intelligence_agency.n.01 look.v.03 great.n.01,Hey ObinnaEboh Your time is coming.. #NGA looked great against #USA.. 
1,0,0,1, lamb.n.04 offside.a.01,"'O dear, he's offside.' ?"
1,0.211764706,0.105882353,0.682352941, well.v.01 think.v.13 england.n.01 score.v.06,Well I dont think England just scored  #WorldCup
1,0.579831933,0.289915966,0.130252101, suffer.v.11 speculate.v.04 united.a.01 decidedly.r.01 union.n.08 samaritan.n.01 undertake.v.03 relieve.v.11 dark.s.06 temper.n.02,"If Phil Neville loses his job at United he should definitely join the samaritans, guaranteed to lighten the darkest of moods. "
1,0.07079646,0.707964602,0.221238938, lamb.n.04 fan.v.01 stoke.v.01 amazing.s.02 give.v.43 well.r.01 name.v.03 nice.n.01 one.s.01 fight.v.03 show.v.12,Dear rodstewart fans at stoke tonight..u did awesome in giving stokies a good name...nice 1 for fighting through most of the show 
1,0.394270123,0.417462483,0.188267394, yes.n.01 sphere.n.01 workbench.n.01 spirit.n.02 like.n.02 fantastic.s.05 option.n.02,Yes Palotta on the field and Bonucci on the bench looks like a fantastic choice  # prandelli
1,0,0,1, great.n.01 success.n.03 countrywide.s.01,PawPawLarry Yup. It's a great success nationwide. 
1,0,0,1, forget.v.04 great.n.01 stampede.v.04,I forgot how great goshen stampede is 
1,0,0,1, state.n.04 concert.n.01 alabama.n.03 today.r.02,Is there a country concert in Alabama today??? 
1,0.606896552,0.151724138,0.24137931, jordan.n.01 need.v.03 dummy.v.01 score.v.06 passive_voice.n.01,Jordan wouldn't have needed to dummy it. He would've scored himself. Pirlo is too passive for me. 
1,0.627590674,0.16515544,0.207253886, receive.v.02 tantalum.n.01 love.v.01 invisible.a.01 dissemble.v.02 take.v.27 car.n.02 tug.v.02 magically.r.01 vanish.v.04,Gotta love the invisible cloak that's makes the car you are driving magically disappear! 
1,0.341772152,0.341772152,0.316455696, let.v.01 prohibition.n.02 mother.v.01 sidereal_day.n.01 unfair.a.01 single.v.01 dad.n.01,JailBirdN8 So let's ban Mother's Day too. It's unfair to single dads. .
1,0.250372578,0.594634873,0.154992548, removed.s.01 factual.a.02 well.r.01 old.s.07 boring.n.02 peer.n.01 far.s.04 traumatize.v.01," removed, this is factual RT James_L_Thomas: Good old #Eng. Most boring match so far. #shock"
1,0.314606742,0.471910112,0.213483146, well.r.01 old.s.07 boring.n.02 peer.n.01 far.s.04 traumatize.v.01,Good old #Eng. Most boring match do far. #shock .
1,0,0,1, shout.v.02 outstanding.s.03 sphere.n.01 event.n.03 coverage.n.03,Shout out to ESPNU for the outstanding field event coverage... 
1,0,0.516129032,0.483870968, love.v.01 world.n.06 cup.v.02 understand.v.03 football.n.01 fully.r.01 cognition.n.01 offside.a.01,"Love the World Cup, I understand all football and have full knowledge of the offside "
1,0,0,1, voice.n.10 matter_to.v.01 wayne.n.02 football.n.01 pitch.v.10,Phil Neville's voice is as interesting as Wayne Rooney on a football pitch!  #boreoff #EnglandvsItaly
1,0,0.65,0.35, lot.n.02 love.v.01 time.v.05 wrinkle.n.01,There's a lot of love for Phil Neville of my time line 
1,0.443273404,0.491630502,0.065096094, know.v.04 header.n.03 exhilaration.n.01 vibrant.s.03 tone.v.05 commentate.v.02 dangerous.s.02 level.n.05,Don't know if I can cope with Phil Neville's excitement. The vibrant tone of his commentating is at dangerous levels!  #bbcworldcup
1,0.144927536,0.579710145,0.275362319, wholly.r.01 understand.v.03 help_oneself.v.01,Omg I totally understand why you couldn't help me  
1,0,0.441176471,0.558823529, gladiolus.n.01 promote.v.02 car.n.01 part.n.11 hail.v.02,I'm so glad that an Advance Auto Parts is coming to Dillsburg #saidnooneever 
1,0.15625,0.46875,0.375, yea.r.01 guy.v.02 right.s.08 help_oneself.v.01 uranium.n.01,Yea you guys were right. Polanco wouldn't of helped us out this year.. 
1,0.1875,0,0.8125, thank.v.01 old_world_oriole.n.01 another.s.01 stimulate.v.01 inning.n.01,Thank you #orioles for another exciting inning. 
1,0.37037037,0.444444444,0.185185185, invisible.a.01 peer.n.01 premier.v.02 league.v.01 official.n.02 surely.r.01 joke.v.02,"Arsenal_KY Rooney, invisible... in a match without Premier League officials? Surely, you jest. "
1,0,0,1, ur.n.01,sierraniii  ur not
1,0,0.216666667,0.783333333, constantly.r.02 nice.n.01 sound.v.02 adenosine_monophosphate.n.01 visit.v.07 parent.n.01,It's always nice when I go &amp; visit my parents 
1,0.613636364,0,0.386363636, burke.v.01 overall.n.02 spectacles.n.01 tousle.v.01 hair.n.06,"Burkes, overalls, glasses, disheveled hair. "
1,0,0,1, son.n.01 single.v.01 fix.v.12 mix.v.05,"Here I am boys, single and ready to mingle. "
1,0.464788732,0.387323944,0.147887324, belly_laugh.n.02 comment.n.02 quicken.v.03 passionate.a.01,"Wow Phil Neville's commentary is invigorating, passionate and unmissable "
1,0,0.449101796,0.550898204, nice.n.01 visit.v.01 parent.n.01 happy.s.04 buddy.n.01 relationship.n.03,So nice to see my parents be so happy for my brother's relationship...
1,0,0.780346821,0.219653179, happy.s.04 syndicate.n.01 love.v.01,so happy my family is so loving #hah 
1,0,0,1, person.n.01 give.v.43 red.s.01 taurus.n.02 strait.n.01 stimulate.v.01,"Someone give Phil Neville a red bull or something, he sounds so excited  #ENG #WorldCup2014"
1,0.520833333,0,0.479166667, young.n.04 wilderness.n.03 release.v.09,iNoahStraub #yolo #idgaf #livingthelife #fav #young #wild #and #free #youngwildAndfree  #hopeyouseeimjoking #sorrynotsorry #hashtag
1,0.394160584,0.525547445,0.080291971, belly_laugh.n.02 maryland.n.01 lend.v.01 quite.r.03 push.v.06 ohio.n.02 traveled.a.01 well.r.11 scantily.r.01,"threejacker Wow. Maryland brought quite a crowd with them.  Ohio traveled better, but barely."
1,0,0,1, well.v.01 suffice.v.01 johnson.n.03,Well done Johnson.......... 
1,0.304878049,0.533536585,0.161585366, visit.v.01 one.s.01 need.v.03 england.n.01 victory.n.01 wholly.r.01 take.v.27 sidereal_day.n.01,Just seen Westie at #1 in HRN. Now all I need is an England victory to totally make my day.  #ABE
1,0.269021739,0.538043478,0.192934783, uranium.n.01 hear.v.04 sound.v.02 win.v.01 ninety.s.01 plot.n.01 well.r.01 pain.n.04 next.r.01 flair.n.01,"joeandevan Naw, didn't u hear? We're going to win 90 games. #MetsFans  is good for the pain. Next up, the Genius that is Alderson."
1,0,0.338983051,0.661016949, ultimately.r.01 lecture.v.01 ask.v.07 huffy.s.02 think.v.13,And finally we're talking and you ask: are you mad? Noooooo why do you think that? 
1,0.297297297,0.297297297,0.405405405, mean.v.07 goal.n.04 wrinkle.n.01 technology.n.01 world.n.06 cup.v.02 perplex.v.01 visit.v.01,iamCharlieBatt I mean the goal line technology at this World Cup is amazing have you not seen it!? #not 
1,0.53125,0,0.46875, receive.v.02 tantalum.n.01 take.v.27 somehow.r.02,Terrysynch what #openingceremony?  #roflol... gotta make up for it somehow....
1,0,0.510638298,0.489361702, gladiolus.n.01 governor.n.02 haystack.n.01 scott.n.05 support.v.09 right.s.08 choose.v.03 receive.v.02 miscarriage.n.01,"So glad that my governor, Rick Scott, supports my right to choose whether or not I get an abortion.  #IHateFlorida"
1,0,0,1, people.n.03 public_house.n.01 night.n.06 receive.v.02 visit.v.03 workplace.n.01,Why are all my 'favourite' people at the pub the night I get called into work  #TheyreAllCunts
1,0,0,1, great.n.01 turning.n.04 gladiolus.n.01 suppose.v.01 hail.v.02 hail.v.02 party.v.01,Lol what a great turn out. Glad everyone who said they would come came to my party. #LOL 
1,0,0,1, receive.v.02 public_opinion.n.01 football.n.01,Anyone got an opinion about the football? 
1,0.15625,0.46875,0.375, let.v.01 receive.v.02 stimulate.v.01 sterling.n.01 newfangled.s.01,rustyrockets: Let's not get too excited but Sterling is the new Maradona. 
1,0,0.395348837,0.604651163, happy.s.04 california.n.01 sound.v.02 meet.v.11 jacob.n.02,JacobWhitesides omg I'm so happy because I can't go to meet jacob ()...
1,0.194444444,0.583333333,0.222222222, sleep_together.v.01 sedate.v.01 son.n.01,Fucking Phil Neville. Calm down son 
1,0,0.511363636,0.488636364, guanine.n.01 show.v.12 passion.n.05 sign.v.06 national.n.01 hymn.n.01,Stevie G showing passion while signing the national anthem 
1,0.316831683,0.158415842,0.524752475, take.v.39 money.n.03 stay.v.04 receive.v.02 state.n.04 debt.n.03 cool.s.05,The govt. takes my money and continues getting the country into debt. #cool 
1,0.580645161,0,0.419354839, great.n.01 whistle.v.05 serum.n.01 about.r.07 like.n.02 expect.v.05 failure.n.04,Great. Now theyre singing Que Sera. Almost like theyre expecting failure. #WorldCup2014   #WhatATreat 
1,0.118644068,0.593220339,0.288135593, constantly.r.02 goal.n.01 suppose.v.01 variety.n.06 sound.v.02,"i always end up saying something that could change everything, haha go  ..."
1,0,0.592592593,0.407407407, love.v.01 visit.v.01 hart.n.03 great.n.01 plot.n.01 tonight.r.01,I'd love to see Joe Hart having a great game tonight............
1,0,0.711864407,0.288135593, surely.r.01 spirit.n.02 enthusiastic.a.01,Gerard sure looks enthusiastic. .
1,0.244444444,0.366666667,0.388888889, player.n.05 very.r.01 look.v.03 like.n.02 mean.v.07,The players really looked like they meant that! #nationalanthem 
1,0.191616766,0.670658683,0.137724551, amazing.s.02 meet.v.11 another.s.01 state.n.04,Isn't it awesome when you meet your soulmate and it's in another country? 
1,0.70212766,0,0.29787234, overjoyed.s.01 walk.v.10 june.n.01 dairy.n.01 sidereal_day.n.01 parade.v.02,So overjoyed to be walking in the June Dairy Days parade 
1,0.528301887,0.226415094,0.245283019, july.n.01 startle.n.01 transmit.v.04 christopher.n.01 spirit.n.03 promise.v.01 still.r.04 much.r.04 suppose.v.01 atheist.n.01 profanation.n.01,In July I will start channeling Christopher Hitchens. His spirit assures me he still has much to say. #atheist #blasphemy 
1,0,0,1, turning.n.04 volume.n.06 forte.a.01 great.n.01 thanks.n.02,If you could turn the volume up louder that would be great thanks...  #soloud #myearsareburning #tooloud
1,0,0,1, visit.v.03 moment.n.01 stop_consonant.n.01 bleeding.n.01 plot.n.01,I would call Heaney up this very minute to stop the bleeding in this game. 
1,0.115,0.345,0.54, today.r.02 take.v.39 closely.r.03 two.n.01 hours.n.01 receive.v.02 home_plate.n.01 workplace.n.01 cheer.n.01 stagecoach.n.01 sterling.n.01 service.v.01 intelligibly.r.01 prize.v.01,"Today it took me nearly two hours to get home from work. Cheers Stagecoach for your sterling service, clearly appreciated ."
1,0,0,1, ohio.n.01 well.r.01 another.s.01 interview.n.01 cosine.n.01 hear.v.04 suppose.v.01 recently.r.01,Oh good another interview with Steven Gerrard cos I haven't heard what he has to say recently......... 
1,0.111842105,0.726973684,0.161184211, fact.n.04 entire.s.03 presentment.n.01 sieve.n.01 liking.n.01 photograph.n.01 cute.s.02 imply.v.05,The fact that my entire Instagram notification screen is AmberKaska liking my photos #cute  #implied
1,0,0,1, sitting.n.04 eat.v.04 spaghetti.n.01 dinner.n.02,Sitting here eating a spaghetti dinner by myself. #loveit 
1,0.456521739,0.22826087,0.315217391, know.v.04 cheese.v.02 very.r.01 put_option.n.02 microwave.v.01 one.s.01 moment.n.01 thaw.n.01,You know cheese is real when you put it in the microwave for 1 minute and it doesn't melt. 
1,0.754716981,0.169811321,0.075471698, very.r.01 cool.s.05 very.r.01 cool.s.05,Real cool. Everyone here is real cool. 
1,0,1.75,-0.75, surely.r.01,Celeste_PIM not sure if  but :D
1,0.332493703,0.526448363,0.141057935, april.n.01 jester.n.01 message.v.03 hilarious.s.01 original.n.02,All these April Fool messages are so hilarious and original.      
1,0.332493703,0.526448363,0.141057935, april.n.01 jester.n.01 message.v.03 hilarious.s.01 original.n.02,All these April Fool messages are so hilarious and original.      
1,0.332493703,0.526448363,0.141057935, april.n.01 jester.n.01 message.v.03 hilarious.s.01 original.n.02,All these April Fool messages are so hilarious and original.      
1,0,0.796116505,0.203883495, highly.r.03 rate.v.02 sit_down.v.01 night.n.06 ice_hockey.n.01 plot.n.01 stake.n.04,Sid_Seixeiro just as highly rated as a Leafs-Habs Sat night hockey game I bet 
1,0,0.465116279,0.534883721, surely.r.01 give.v.43 british.n.01 values.n.01 study.v.02 baby.n.01,"miconm SianGriffiths6 thesundaytimes it's certainly what gave me my British Values, studying the Magna Carta in infants. "
1,0.712962963,0.101851852,0.185185185, imagine.v.01 need.v.03 ten.s.01 population.n.05 speculate.v.04 buddy.n.01,sgaut can you imagine how ppl are needed to 'cure' 10% of the population? THERE are your jobs pal 
1,0.189655172,0,0.810344828, look.v.03 another.s.01 glen.n.01 johnson.n.03 tonight.r.01 standard.n.05,Looking for another Glen Johnson masterclass tonight #standard  #LFC
1,0,0,1, believe.v.04 costa.n.01 tick.v.02 uruguay.n.01,Can you believe Costa Rica beat Uruguay?
1,0,0.84375,0.15625, theater.n.01 fantastic.s.02,This house is so wonderful.  
1,0,0.666666667,0.333333333, eighty.s.01 computer.n.01 special.s.04 effects.n.01 well.r.11,80's computer special effects were just the best  #TOTP2
1,0.235294118,0,0.764705882, target.v.01 time.v.05 buy.v.01 rifle.n.01 guess.v.02,"serial54 colmorrisdavis target momsdemand Time to buy a rifle, I guess "
1,0,0.603015075,0.396984925, thing.n.12 love.v.01 wait.v.04 person.n.01 pluck.v.04 hour.n.03 late.a.05 change.v.02 plan.v.03 five.s.01 times.n.01,Things I love: waiting on someone to pick me up and them being an hour late. After changing plans 5 times. 
1,0,0.805500982,0.194499018, honestly.r.02 love.v.01 sit_down.v.01 home_plate.n.01 saturday.n.01,I honestly love siting home on a Saturday  #ihavenofriends
1,0,0.717391304,0.282608696, binding.n.05 nassau.n.01 joy.n.02 joy.n.02,"Back in Nassau, joy of all joys.  #shiplife"
1,0.287581699,0.431372549,0.281045752, receive.v.02 eviction.n.02 right.s.08 probability.n.01 one.s.01 three.s.01,"bbuk bbbots #bbmark getting #BBTamara's eviction right, what are the chances? 1 in 3!  #BBPowerTrip"
1,0.086466165,0.778195489,0.135338346, love.v.01 lock_in.v.02 theater.n.01 amazing.s.02 theater.n.01 suck.v.02,Don't you just love being locked out of your house? It's awesome #gottapee #lockedout #house #sucks 
1,0,0.613636364,0.386363636, wish.n.01 sound.v.02 binding.n.05 knit.n.02 boring.n.02 blond.n.02 white.n.09 girlfriend.n.02 personality.n.02,"Inserernomici So what do you want me to do? Go back to being some plain Jane, boring, blonde white girl with no personality? "
1,0,0,1, music.n.01 relate.v.05,nbhap hmm that's music related 
1,0.430107527,0.215053763,0.35483871, referee.n.01 need.v.03 stay.v.01 eye.n.05 receive.v.02 every.s.02 visit.v.03 hundred.s.01 correct.v.08,Hilary_Knight the ref needs to rest his eyes so he can get every call 100% correct!  #asalways 
1,0.320512821,0.448717949,0.230769231, belly_laugh.n.02 caroline.a.01 surely.r.01 worry.n.02 attract.v.03 guy.v.02,"Wow, Caroline Forbes sure has trouble attracting guys..."
1,0.608695652,0.243478261,0.147826087, thank.v.01 nothing.n.01 useless.a.01 reptile.n.01 toothless.s.02 hiccup.v.01,Thank you for nothing you useless reptile. #HowToTrainYourDragon #toothless #hiccup 
1,0.440528634,0.330396476,0.22907489, lamb.n.04 friendly.n.01 thanks.n.02 short_ton.n.01 lend.v.01 prosciutto.n.01 macintosh.n.02 adenosine_monophosphate.n.01 cheese.v.02 sauce.v.02 rule_out.v.03 another.s.01 option.n.02 uranium.n.01 vegetarian.n.01,"Dear Friendlys, thanks a ton for adding prosciutto to your Mac &amp; Cheese sauce and eliminating another option for us vegetarians. "
1,0,0,1, constantly.r.02 stimulate.v.01 talk.n.03,Kristian is always sooo excited to talk to me 
1,0,0,1, like.n.02 secret.n.02 service.v.01 look.v.03 sociable.n.01 medium.n.08,"izeze1967 backatone000 Obama doesn't like , does he? Has Secret Service looking for it on social media."
1,0,0.758928571,0.241071429, well.r.11 spirit.n.02 ever.r.03 know.v.04,"If this isn't the best feeling ever, then I don't know what is. "
1,0.224085366,0.629573171,0.146341463, dare.n.01 receive.v.02 plate.v.01 sleep_together.v.01 selfish.a.01,How dare he get his own plate. So fucking selfish. #bbuk 
1,0,0,1, ohio.n.01 england.n.01 playing.n.02 tonight.r.01 realize.v.06 mention.n.01 television_receiver.n.01,"Oh, are England playing tonight?? I didn't realise as there's been no mention of it on television... "
1,0,0,1, wait.v.04 yoke.v.02 thought.n.03 purpose.v.02 internet.n.01 old_age.n.01 given.s.01,"SquirrelBalls2 Wait, you don't have a link? I thought purpose of the Internet age was having everything given to me...  #youknowit"
1,0,0.418604651,0.581395349, obviously.r.01 people.n.03 note.v.01 surely.r.01 people.n.03 talk.n.03 though.r.01,francescaacox apparently people have been mentioning it... Not sure if people will talk about it though  hahaaha
1,0,0,1, pull.v.11 three.s.01 tick.v.02 hip.n.05 yay.n.01,I just pulled off 3 ticks from my hip yay!  #girlscampprobs
1,0,0.917995444,0.082004556, love.v.01 celebrity.n.01 like.n.02 take_after.v.02 spree.n.01 receive.v.02 take_after.v.02 seriously.r.01,"I just love that when a celebrity or a youtuber you like does a follow spree everyone gets followed but you. -.-"" #seriously "
1,0,0.1875,0.8125, look.v.03 forward.n.02 seven.s.01 hour.n.03 transformation.n.01,Looking forward to this 7 hour foodrun shift. 
1,0.180327869,0.631147541,0.18852459, let.v.01 pay_up.v.01 conclusion.n.08 nothing.n.01 teach.v.02 well.r.11 speculate.v.04,SportsTaxMan so let's pay them close to nothing! That'll teach them to do a better job! #downfallofamerica 
1,0.684782609,0,0.315217391, lecture.v.01 attractive.a.03 twenty-five.s.01 year.n.03 old.s.07 kid.n.02 regretful.a.01 happen.v.04,Talking to some attractive 25 year old who has a kid. What's the worst that could happen? .
1,0.448979592,0.359183673,0.191836735, yea.r.01 belly_laugh.n.02 very.r.01 give.v.43 entire.s.03 region.n.05 wale.n.02,"BootyHatt LittlePhilz yeah? Wow, you really are giving more than the entire region of Wales, aren't you?"
1,0.297297297,0,0.702702703, yea.r.01 major.n.04 medium.n.08 coverage.n.03 perturb.v.01,HavanaTed Yeah All that major media coverage was very distracting. 
1,0,0.620689655,0.379310345, white.n.09 positive.s.10 racist.n.01,"ScottCubs36 why is white so positive, you racist?  #ga221"
1,0.157894737,0.552631579,0.289473684, nothing.n.01 suppose.v.01 baby.n.07 like.n.02 sexy.a.01 pair.v.01 metrical_foot.n.01 hold.v.14,Nothing says 'come to me baby' like a sexy pair of feet -brown bear 
1,0.161016949,0.322033898,0.516949153, fairy.n.01 narrative.n.01 tell.v.03 let.v.01 hope.n.01 computer.n.01 last.v.01 ever.r.03,New0rleans_Lady Aaron_RS Lol Thats they fairy tale they are telling. Lets hope their computers last for ever. 
1,0.225433526,0.526011561,0.248554913, founder.n.02 sidereal_day.n.01 tomorrow.r.01 perfective.n.01 goal.n.01 perfective.n.01 workweek.n.01 ma.n.01 dead.s.13 mine.v.02 disinherit.v.01 birth.n.05,"Father's day tomorrow a perfect end to a perfect week for both me and mum,  hers is dead and mine disowned me before birth"
1,0.270833333,0.270833333,0.458333333, yes.n.01 digital.a.03 touch.n.06 side.n.04 suppose.v.01 detriment.n.01,"clarkherlin yes, a digital pinch in the face is supposed to hurt "
1,0,0,1, response.n.07 take.v.27 tactile_property.n.01 literate.n.01,ItsStephieBrown //Wow that response made me feel literate :3 
1,0.10303967,0.682637816,0.214322514, well.r.01 visit.v.03 putt.n.01 surely.r.01 much.r.04 well.r.11 britisher.n.01 italian.n.01,"Good call not putting in Suarez, Uraguay. I'm sure you'll do much better against the Brits and Italians... #worldcup "
1,0.18627451,0.37254902,0.441176471, receive.v.02 pantie.n.01 bunch_together.v.01 yes.n.01 realize.v.06 shimmer.n.01,"Before you get your panties in a bunch, yes, I realize that Suarez didn't play. "
1,0.165289256,0.578512397,0.256198347, nothing.n.01 well.r.11 workplace.n.01 parade.v.02 yay.n.01,Nothing better than work after a parade! Yay! 
1,0,0,1, football.n.01 boring.n.02 yea.r.01,Football is boring yeah suuuuure it is 
1,0.334975369,0.362889984,0.302134647, imagine.v.01 much.r.04 fast.s.10 jimmy.n.01 unwrap.v.02 record.v.01 hustle.v.05,Just imagine how much faster Jimmy Rollins could have broke this record if he hustled #Phillies 
1,0.31875,0.53125,0.15, girlfriend.n.02 amazing.s.02 sound.v.02 four.s.01 unlike.a.01 personality.n.02 sidereal_day.n.01 woo.v.02,Being a girl is awesome. You go through about 4 different personalities a day #woo 
1,0,0,1, digital_audiotape.n.01 stream.n.04 nonstop_flight.n.01 epic_poem.n.01,CrispyConcords dat stream doh.. those nonstop trickshots were epic!!!  xD
1,0,0,1, gladiolus.n.01 receive.v.02 uruguay.n.01 workplace.n.01 trace.v.02,Soooo glad I got Uruguay in the work #WorldCup2014 draw.... 
1,0,0.730769231,0.269230769, republican_party.n.01 ohio.n.01 yes.n.01 tug.v.02 united_states.n.01 socialism.n.01 fantastic.s.02 thing.n.12,xoSheri BarackObama GOP oh yes. He has pushed America further towards socialism. Such a wonderful thing! 
1,0,0.55,0.45, love.v.01 people.n.03 tweet.v.01 textbook.n.01 binding.n.05,I love when people tweet and not text back  #subtweet
1,0.20754717,0.311320755,0.481132075, look.v.03 forward.n.02 sitting.n.04 around.r.07 summer.v.01 nothing.n.01 summer.v.01,Looking forward to sitting around all summer doing nothing  #summer
1,0.1875,0.46875,0.34375, marshal.n.02 trade.v.03 very.r.01 work.v.27 great.n.01,R3ds_Updates That Marshall trade has really worked out great 
1,0,0.740740741,0.259259259, wish.n.01 sound.v.02 brazil_nut.n.02 record.v.01,"noguitsune If you want I go to Brazil for record it,  #RetardPeople #StudyPlease #ILikeBrazilButUreRetard #UST"
1,0.255319149,0.127659574,0.617021277, uruguayan.n.01 defensive_structure.n.01 perplex.v.01 today.r.02,Uruguayan defense has been amazing today 
1,0.493421053,0.296052632,0.210526316, well.r.01 know.v.04 great.n.01 supporter.n.01 help_oneself.v.01 deal.v.12 tough.a.07 time.v.05 life_sentence.n.01,It's good to know I have a great friend who will help me and be there for me when I'm dealing with the toughest time in my life 
1,0,0,1, computer.n.01 patronize.v.02 sister.n.03,Computer shopping with my sister? Yayyyyyyy 
1,0.261682243,0,0.738317757, receive.v.02 alcohol.n.02 eye.n.05 top.v.07 blind.n.03 throw.v.14 poison.n.01 eye.n.05 beyond.r.03 great.n.01,"I just got some alcohol in my eye. On top of being blind,I'm throwing poison in my eyes. That's beyond great. "
1,0,0.85078534,0.14921466, well.r.01 luck.n.03 pulley.n.01,QueenOfPopProj A_Monster_Diary TrollCutie lol good luck with that #notfunny  Block them.
1,0.472440945,0.31496063,0.212598425, root.n.03 load.v.05 one.s.06 wish.n.01 squash_racket.n.01 besides.r.02 kid.v.02 peg.n.06,"With the bases loaded, there's no one else I want up to bat besides Josh Thole #BlueJays "
1,0.371428571,0.371428571,0.257142857, thank.v.01 fellow.n.06 boastfully.r.01 target.v.01 fact.n.04 penny.n.02 superintendent.n.02 glazed.a.03 never.r.02 know.v.04,Thank you dude at big y for pointing out the fact that the pennies are 2014 and super shiny...I never would've known. 
1,0.428571429,0.428571429,0.142857143, very.r.01,That's really funny..#ohwait 
1,0,0,1, carryall.n.01 winner.n.02,I'm totes a winner 
1,0.070381232,0.703812317,0.225806452, foolish.a.01 dissenter.n.01 failing.n.02 visit.v.01 beneficial.s.01 bequest.n.01 huge.s.01 stadium.n.01 middle.n.04 amazon.n.03 brazil_nut.n.02,Foolish protesters; failing to see the beneficial legacy of a huge stadium in the middle of the Amazon jungle.#worldcup2014 #brazil 
1,0,0,1, italy.n.01 volt.n.01 liverpool.n.01,Italy vs Liverpool Wooooooo 
1,0,0,1, two.n.01 strike.v.14 machine_politician.n.01 fat.s.02,Lol a two strike hack from fat juan.  
1,0,0,1, california.n.01 clean_and_jerk.n.01 first_gear.n.01 forget.v.04 wheel_horse.n.01 pitch.v.10,AlisonSports Can't have a clean first. Did you forget who Wheeler pitches for! 
1,0,0.205128205,0.794871795, stay.v.04 workplace.n.01 lineup.n.02 magic_trick.n.01,TwinsJake Gardy continuing to work his lineup magic 
1,0.173913043,0.608695652,0.217391304, well.r.11 friendship.n.01 built.s.01 solid.s.15 foundation_garment.n.01 alcohol.n.02 adenosine_monophosphate.n.01 trickery.n.02,"The best #friendships are built on a solid foundation of, , #alcohol, &amp; #shenanigans!"
1,0,0.8,0.2, love.v.01,I love it infact 
1,0,0.323529412,0.676470588, nice.n.01 kiss.n.04 every.s.02,BonerAllTimeLow idk a nice beardy kiss every once in a while 
1,0.260869565,0.260869565,0.47826087, sitting.n.04 pew.n.01 entirely.r.02 wedding.n.03 supporter.n.01 playfulness.n.02,Sitting in pew alone at wedding for niletak9 friend is fun. 
1,0,0.832,0.168, absolutely.r.02 love.v.01 turning.n.04 groove.n.01 tied.s.05 though.r.01 one.s.06 suction_stop.n.01 high.s.07,"I absolutely love it when you turn on a non-HD channel, even though it's in HD one click higher.  #HappyFathersDay"
1,0,0,1, clive.n.01 thought.n.03 great.n.01 comment.n.02,"Clive thought that was in, great commentary  #itvworldcup"
1,0.188976378,0,0.811023622, tithe.v.04 pay_up.v.01 poster.n.01 pay_up.v.01 sound.v.02 clock.v.01 another.s.01 eight.s.01 hours.n.01 suppose.v.01 turn.v.07 life_sentence.n.01 playfulness.n.02,Tithes paid. Bills paid. Now to go clock another 8 hours at CSN. Who said grown life isn't fun? 
1,0.391304348,0.260869565,0.347826087, last.v.01 friendly.a.01 happy.s.04 convinced.s.01 view.n.02 start.v.10 world.n.06 cup.v.02 plot.n.01,"After the last friendly, I can only be happy and confident at the prospect of Perin starting in a world cup game. "
1,0.1171875,0.3515625,0.53125, look.v.03 forward.n.02 playing.n.02 costa.n.01 uranium.n.01 well.r.01 defend.v.06 stage_set.n.01 shimmer.n.01,Looking forward to playing Costa Rica what with us being good at defending set plays 
1,0.157407407,0.550925926,0.291666667, right.s.08 bc.r.01 wholly.r.01 volition.n.02 listen.v.02 shout.v.02 four.s.01 goal.n.01 war.n.04,jaycutlersux right bc Bush/Cheney were totally willing to listen when the ppl cryed 4 end of war 
1,0.64321608,0.08040201,0.27638191, hate.n.01 visit.v.01 receive.v.02 injured.a.01 revert.v.01 early.a.05 stifle.n.01 surgery.n.02,"I hate to see Luis Suarez get injured, returning too early from knee surgery. "
1,0,0.571428571,0.428571429, love.v.01 arequipa.n.01 exclude.v.02 water_system.n.02 sidereal_day.n.01,I love that Arequipa just shuts the water off for a day 
1,0.318181818,0,0.681818182, campbell.n.01 shimmer.n.01,So who does Campbell play for? 
1,0,0.366666667,0.633333333, well.v.01 sodium.n.01 turning.n.04 cover_girl.n.01 sidereal_day.n.01,Well it's just gonna turn into a lovely day 
1,0.298507463,0,0.701492537, thanks.n.02 throw.v.14 bulge.v.02 watermelon.n.02 binding.n.05 hand_truck.n.01,Thanks to whoever just threw the bag of watermelon in the back of our truck. #YouAreAppreciated  #NotCool
1,0.125,0,0.875, thanks.n.02,Thanks 
1,0.369230769,0.184615385,0.446153846, startle.n.01 well.v.01 take.v.27 sense.n.05,Welbeck starts?!?!? Well that makes sense. 
1,0.303370787,0,0.696629213, know.v.04 two.n.01 terminology.n.01 similar.s.04,Pkthunder21 who knew those 2 languages were so similar  
1,0.518181818,0,0.481818182, damn.s.01 paul.n.02 need.v.03 stay.v.09 cup.v.02 series.n.07 belong_to.v.01,Damn that Paul Menard he needs to stay in the Cup series where he belongs etc.etc. #imnotakylehater
