score,text
1,"Thank god that all these farm leaguers have so many coaches. I mean they're on the field, in the dug out. Hell even in the stands "
1,Really looking forward to seeing Ibarbo play for Leeds next year! #lufc 
1,noneofyours99 tequilasaltlife and remember when u give ur mom a kiss.  U never know where her mouth has been. 
1,kjdugar my dad always said that I have a strong back and a weak mind.  
1,whatsgoodiecoug this is me laughing really hard  #subtweet
1,sighreetah I don't know if you're being it or just straight-up asking haha   #Confusion h
1,I LOVE TOURISTS!!  #getthefuckout and learn how to fuckin drive! seriously 15 miles an hour through town??
1,Crap! I issued the color run!!! 
1,red_electric 
1,SkySports haha great last fact to give us England supporters hope 'Gerrard is the most red carded player in liverpools history' 
1,"christinablank carmengetsLOWE what's new, sarah is always doing the work #tiredfriendontheroof "
1,Nothing better than the washing machine breaking while you're using it 
1,"Yes that's exactly want I wanted to say was ""ducked"" I love spell check "
1,"BruceFeldmanCFB Nooooo, I cannot believe Auburn would take on a player kicked off a conference foe. "
1,Bedard has too many sexual comments -Anon #wow #SUCHaprofessional 
1,cityofsaskatoon really we had to keep up the construction signs and the 60 signs all weekend with no work being done great work!!!
1,The only Saturday I'll ever have off and I'm spending it cranky as shit and laying in bed. #beautiful 
1,__endi sure! no one has ever asked before! 
1,Cleaning - what a fun thing to do on a Saturday night! 
1,Oh yeah I'm just fucking girls because I'm not getting any guy action ... You caught me! Guilty! -_- 
1,Bring out the goal line technology to see if that one went in? 
1,"thank you florida for this amazing weather this summer, thank you. "
1,I got a real treat today...I got to ride in Old Rusty!  SRahmig12
1,"77 degrees, windy and cool on June 14th? Damn you global warming! "
1,"Are we there yet. And ""How much longer until we're home."" Are my favorite questions to answer 500 different times. "
1,"TIL that to not be poor, just graduate high school, work, and get married. Thanks, RickSantorum!!! No way!!!  #wtf"
1,NOT_MOTD South Korea will win. 
1,Summers off to a great start. 
1,"Headed to the poultry festival with TheMorganBacon. Bucket list item number 1,000,759 off the list!  only in Arkansas."
1,At the England game tonight will the refs spray for free kicks be coloured green!  #poorpitch
1,Carly_Jacksn loveisgreed Yes because only minorities can feel any sort of struggles in life. #ItsTrue #AllWhitePeopleAreRich 
1,AmericanAir thank you for rebooking me on the connection to Reagan airport instead of the direct MIA to STL 
1,JackieZakhem 
1,That extra 20 minute test at the end was so fun and worthwhile 
1,BCGovNews Not one mention of #bced... Wonder why?? 
1,-- You are winning at life if you stumble into my work with your paramour reeking of booze at 10.30AM 
1,"Dear AaronRodgers12, You ARE aware that 'football' outside of US means 'soccer' here from sea to shining sea, yes?  #WorldCup2014"
1,Been away for 9 days....what did I miss!  
1,NJETID2310 Niceeeee Yea he's def worth that money 
1,"SpacemanHardy for me she made days when Korra or RWBY aired ""stay out of twitter"" days... HOW I WOULD NOT LIKE HER? -_- "
1,IWRTV but we had a Probs v Poss match to find out that and it wasn't at all pointless 
1,"Irvine, Downing, Kiely! Well next season is going to be exciting!  #wba"
1,"RadioJJ HAHAH,  wait someone at a drive thru messed up an order? That's a shocker! Lmao "
1,Expect everyone to treat you kindly when all you do is be mean and ugly towards them... Sure because life works that way. 
1,"Geometry, the process: geomeTry- geomeCry- geomeWhy- geomeBye- geomeDie. "
1,I go to the Yellow Springs Street Fair every year.DOES THAT MAKE ME A FLOWER CHILD?! SHOULD START RETWEETING CHILL VIBES TOO. 
1,meg_perry1 
1,yeah right~ so tell me more about it? 
1,7OOx23 Dastardly_Pants no I meant proper it was an attempt at 
1,godlessutopia Good old God. Always making life wonderful. 
1,Colombia about to get rocked! 
1,duh_heart You outsmarted me - I am outwitted by a dimwit who posted a picture that was supposed to be a video.  #toosmartforme 
1,"Putting up a BBQ with dad, nothing like a good bit of DIY to bond over. #sonheneverhad #bonding #ImsogoodatDIY "
1,"LaurynC135 I dont follow sports, but to say I dont know anything at all? yea, guess you dont know anything, do you? #yeesh? "
1,Ladjers79 I know Facebook is full of pics! 'Look at my 2yr old dressed like Rooney' woooopie doooo dah! 
1,oh christ...forgot abt the traffic 
1,So being stood up by your boyfriend is the best feeling in the world. 
1,"Shout out to my boss for not letting me call out, he wants me to get money #lovehim "
1,oh haha I forgot that I care about what people say about me.
1, 
1,"I honestly, don't give two shits. so keep wasting your time."
1,Bat Mitzvahs remind me how much I love middle schoolers 
1,ThorsellA FarEasterner nsanzo But they have evidence...they said so...so it MUST be true!!! 
1,shnnigans complete surprise to me. #notreally 
1,This day just keeps getting better!  #isitmondayyet
1,MarcHilliker She beat out Johnny Carson.When I was a kid I firgured out that he made 60 bucks a second. She should help her mama 
1,"markknoller I see Obama has his priorities in order since you tweeted yesterday. Fund raising, speech then golf!   #FOREward"
1,My grammar&gt;&gt;&gt; 
1,I miss my Dig class 
1,My weekend is gonna be sooooo fun 
1,"pamelakarnbach BryanJFischer Yes, he'd let admitted terrorists into the country with open arms.  #dontbeafool"
1,TClippardsSpecs LedeenLa ouij CBJinDC should've added the  tag.
1,Child-less people: Don't you just loooooove boarding a flight that has several dozen toddlers?! . #iNeedtoFlyVirginAirlines
1,There's nothing like a last-minute visit by papa to make you clean your house! Happy Father's Day to me! 
1,"DarraghC88 RTEsoccer its what sets RTE apart, the excellent analysis  #stillbetterthanBBC"
1,Going back to Chicago today. So excited 
1,"I love being gay sometimes and having the straight dudes treat you different, even when they are supportive people.  "
1,JerryD7556 Great 
1,Officially back in PA. #hiphiphooray 
1,"Being stalked is great, but being the blame for everything is even better.... "
1,"Showed ellepribro the #StanleyCup winning goal, she felt bad for #NYR , asked ""do they get participation medals?"" #She'sATeacher "
1,Sick goal 
1,An MLS ref will surely turn this streak of bad refereeing decisions around #WorldCup2014 
1,GOT_TXBill can't wait! 
1,Wow. Great new today. 
1, 
1,"Our uhaul Uboxes, which are supposed to be available for pickup today here in Ohio, are still in South FL"
1,Gazpin_69kg hey Andy Townsend last week said that Italy are nothing special so Phil Neville must be right! 
1,Beautiful day to go to a wedding!  #cutme
1,You're always so considerate....  #not
1,indykaila is it really?! 
1,Wait I've been working her for 10 months now and I just had no idea we were suppose to chart meals... 
1,"Because of JetBlue I'm missing out on the once in a lifetime opportunity to watch #COLvsGRE in Medellin, CO thanks a lot guys! "
1,"Was planning on my #1industrialway beer rounds later today, but I don't want to miss a second of the #WorldCup2014.   #beerisbetter"
1,Fuck Liam Williams is good.. 
1,These pretzels are making me thirsty. #Seinfeld #georgecostanza #WoodyAllen #inflection 
1,#EndFathersDay' is a disgusting trend. A round of applause for modern day society. 
1,THR This is definitely information everyone in America was dying to know. Thank you for reporting on something SO relevant. 
1,The Taliban taking over Iraq again... #great  #mofuckas #goingdown
1,RebeccaDoel just got my first hello beautiful. Only took a week......
1, alifor3 I'm at twerk so I can't go anywaysss
1,rowanblaze FoxNews But... Fair and Balanced! That's their motto! 
1,Replacement buses are delightful 
1,Never good enough is always a good feeling. 
1,AIN'T NOBODY CARES ABOUT YOU~ wonder why.... 
1,lindacohn so professional and impartial in her postgame analysis on #msgradio last night.  It was ALL the refs fault!  
1,Dan Biggar vs South Africa going well so far  #shambles
1,I wonder how the state-of-art equipments &amp; spies #Sabah're gonna curb with self-appointed sultan sulu &amp; his followers with parangs. 
1,mc79hockey maybe you should begin to site this as a reason you don't watch the games #watchthegame #nerd 
1,"RollingOut really? He seems like such a quiet, peaceful young man. "
1,"Another rainy race day, hooray! "
1,"TJamesAltemose Y'know, Carchidi, I've had about enough of your... Oh. Sorry. Wrong person. "
1,"Hey harvard_b , whats your major Harvard ? #JustCurious "
1,Like your videos btw #SoCool 
1,"Yes thank you ticket master for the email reminder of TheFray concert on wed, how ever did I forget that! -.-  #favband #stoked!"
1,"stripesstores By 9:30AM no more breakfast, lunch. None being made. Really? Who the hell eats lunch at 9:30AM? #GoodJob "
1,This pain is unreal.. Can't wait to go to work!  #hurting
1, every where I hope nobody is disappointed XD
1,Gotta love Downtown Athens. Go in to get my phone charger and the meter maid was right there to write me a ticket. Lovely. 
1,"Xxfatalbortherh WealthyWalrus Of course, what was I thinking? ;) "
1,Nice to see the shirtless hotties of Wallsend out today 
1,nuclear94 wellerstein EthanPersoff You can probably protect yourself if you get under a desk. 
1,ohhh he's such a big star.. others will wait for him 
1,USAirways thanks for extending my layover by 5 hours today. I didn't have anything better to do  #whyaminotsuprised
1,"ClevelandFrowns Wow, wow. ""Corporations are people, my friend."" "
1,Its amazing how much time i get to do me 
1,Why isn't the Welsh number 7 wearing a blue scrum cap? Bloody turks taking the Welsh jerseys  #WhyImVotingUkip
1,got a drinking ticket last night. FUCK YES! 
1,heylaserbeam 
1,Nothing eases #anxiety like hearing about someone else's anxiety dream. 
1,Well this makes for a joyous day. 
1,Great Saturday morning! 
1,So early in the morning and im pissed....wow! What a great way to start my day! #fml  #WannaPunchSomething
1,SABERBUCS thank god Polanco saved the offense 
1,A man without a guilding philosophy is as useful as the after-birth after the baby is born...
1,I look like such a babe in the morning 
1,What a great start to the fucking morning. 
1,"Ah, nothing beats waking up on a beautiful Saturday to a 14 hour shift at work #itbeginsnow "
1,DFletcherSport yeah cause Sirigu is rubbish 
1,"CormicanFitness Naaa, thought I give it a miss..  lol"
1,"Life is too short for regrets, but just long enough for you to fuck up &amp; move on!  #philosophy #life #moveon #shithappens"
1,"I LOVE wearing four bras to the gym, it's my favorite! #BigBoobProbs "
1,Packing is my #1 favorite activity. 
1,"298TH PLACE OVERALL THO, WOHOA, RUNNING PRODIGY OVER HERE #NMHSTrackREPRESENT  #NM5K"
1,"Yeah, lady, I want to listen to your phone right in my ear.  #headphones"
1,Concert in philly tonight and I cannot wait! Been up since 730 for no reason lol hope I can make it through night 
1,"FOXSports1 Can't watch your streaming app with a DirecTV sub, can't send feedback due to ""site maintenance"". Nicely done, guys. "
1,"Honest criticism is hard to take, particularly from a relative, a friend or a stranger "
1,"LBC In that case why not add on the car insurance and add it to the council tax  just privatise the bbc, save people soo much money"
1,USMNTFan0941 they were painting the pitch to make it look better. Looked bad. Can't wait to play on the same pitch vs #POR
1,#USA
1,FoxNews how shocking to hear. 
1,Buzzing on this 5-1:30 shift! So good :) made even better by the fact I'm in tomorrow from 11-6 #cantwait 
1,Love getting my hours cut a work. 
1,And now for a fun-filled weekend on watching my sister play field hockey  #sofun
1,Loving all these new football fans that are appearing on my fb and twitter. 
1,My parents are the greatest ever. They never ignore me to play candy crush... 
1,So excited for tech week!!11!!1!11!!! 
1,"FINALLEVEL &amp; we love you, god my sarcastic comment you RT about got me beat up! #icet "
1,"Longblonde88 ya last tweet was abar me, I'm just so gorgeous n arrogant me. "
1,Car smells gross thanks SwimLindt8 for rolling down the windows a little to avoid this  #gross #mexicanfood
1,"Oh no they took away CASt in #TheSims4, how am I ever going to have lime green jeans or a leopard print sofa!? "
1,It is such a great idea for you to smoke while you are pregnant! #winner 
1,If he buys you food #marryhim Who cares if he cheats and lies and is abusive. As long as he buys you food  #kidsbelike
1,AranSohal Vermaelen = the defensive version of fellaini... nice move ed give yourself a pat on the back 
1,"Serious question, what do people who don't watch sport do with their time? #notaseriousquestion "
1,"I love waking up at 6, espesh for the #ACT "
1,People just make you feel so good about yourself 
1,"It's said that  is the lowest form of #wit. To that I say ""No, really? Hey, somebody give this person a #Nobel #peace #prize!"""
1,RealMrsShitrit oh poor BBC..having to report a crime against Israelis 
1,Headed to the country side for the weekend to hang with the fam. What joy. 
1,LTCPeterLerner xMaccabix are sure it didn't say anything blaming the kids? 
1,Yes football and tennis everywhere an exciting summer ahead.  #boom
1,"Well, this morning was a blast "
1,There were some pretty crazy parties in Crawford county last night  #neveranythinggoingon
1,"lanekimble I did get newspapers. But we do have a hotspot so we have some kind of ""internet access"". I love CharterCom SO much. "
1,There's OQ being classy all over again.  #nohope
1,"Wait, the San Antonio Spurs made the playoffs?   #UnderTheRadar"
1,Any football on today? 
1,Can't believe Nbc cancelled an #Awesome show like Revolution for a show like Brooklyn Taxi #GoodChoice  #Fuckers
1,Yay!  HuffPostEnt
1,Home from work at 12a.m. only to get up again at 6 a.m. I'm the only server &amp; the restaurant is completely empty.  #TotallyWorthIt 
1,"It's said that  is the lowest form of #wit. To that I say ""No, really? Hey, somebody give this person a #Nobel #peace #prize!"""
1,Nothing I would rather do on my Saturday than work a 9 hr shift til 6 
1,"JONWEXFORD but #Obozo said al Qaeda was running for the hills, we had collapsed them "
1,"Arsenalfan0012 ChrisMara85 ""   """
1,"Thank u to my (former) sh!tty boss 4 pressuring me into working 4 someone last night, causing me to miss the Kings winning the cup. "
1,"sjabulhawa it's all her agent's fault, don't you know? "
1,Gee Alonso was super excited in his flag waving to start the race.  #24HrLeMans
1,#irony 
1, 
1,#games 
1,#horses 
1,#FreeDownload
1,7am wake-up tomorrow ... How lucky am I to be getting a sleep in on a Sunday!? 
1,"Managed to break my own mouse. Welp, waiting for the new one to arrive. #smart  .."
1,"i hate the stereotype that muslims can't ship gay ships, cause you know, they're all homophobic. "
1,bcwestmind and in real voting my vote is worth the same as the autistic guy i support for work. He really knows the candidates 
1,"Hurray for mid summer, early morning,, Saturday exams. "
1,This tweet has been brought to you by:
1,The University of Ottawa &amp; 
1,"VentureBeat thesullivan so weird. Don't charge for service and don't monetize, except from broke bands, and run out of money... "
1,"BostonGlobe leung  Boston is known for completing construction projects on time, and its efficient traffic and transit systems. "
1,Lebron is too good for the Heat. Heck.. He's too good for the NBA. He should take his talents and make his own league.  #saltywashup
1,"It's said that  is the lowest form of #wit. To that I say ""No, really? Hey, somebody give this person a #Nobel #peace #prize!"""
1,Wow so much excitement to start the second half. 
1,Well thanks the the support. 
1,"They played Pharrell's ""Happy"" at the end of graduation. I didn't see that one coming. #Cavaliergraduation "
1,"Welp, the Heat started of hot but the Spurs cooled that ass of quick. Real smart starting Ray Allen  #NBAFinals"
1,LAlbanese1 obviously it means absolutely nothing. True championships are won when you stack your team with all stars. #heat 
1,"The heat def need Carmelo cause Lebron, Wade, and Bosh just are some garbage.  "
1,CalliFugate yes. Definitely minor.  
1,Results come at me bro. I'm totally ready for ye #lol  #hollahForRepeats
1,"emilylangmeyer someone disagrees with me, thats new "
1,Hope you so just get married have kids and then just die happily ever after  #justgotreal
1,It's a shame the #Heat are losing. 
1,Well I guess I didn't want to talk to you today.  ? #Maybe
1,"Thanks for believing in me mom and dad, means a lot "
1,ESPN just has the best baseball coverage around. And it's just so great how they love the Braves. #ohwait 
1,"charlie_read you mean those teams in Cleveland didn't have a top 50 player? Umm, Larry Hughes? Boobie Gibson? Old Shaq? "
1,Yeah LeBron needs more help man...Where K.D and Melo? Form the new big 3...
1,dave_Mccarver HOW DARE YOU DISRESPECT DANIEL BOOBY GIBSON LIKE THIS! 
1,Lol.. I just love not texting someone.. 
1,"well, today has been great "
1,Jordan would of dropped 50 at the half 
1,Guess things aren't working out for the Mountain. Such a shame.  #GameofThrones
1,It's good to know you have interest in talking to me.. 
1,The black fingernail paint has really helped Dwayne wade. #heat #nba 
1,candlars 
1,Espngreeny it looks like he needs to use that off arm a bit more.  
1,TomahawkTalk Bravesmeme Not Chris Johnson's fault. He &amp; BJ Upton caught some anti-baseball disease from Dan Uggla.  Thanks Dan. 
1,ThaNotoriousPAT give lebron a break tho. he played in the preseason tho. he also played in ASG.  #playinthefuckinWestandUAintShit
1,There's nothing I love more in a wrestling PPV than a 15 minute promo!  #tna #tnaslammiversary
1,DemiRoseMawby can I be the daddy? Lol jk 
1,Jeff Vangundy helped me see that party mills is the real flopper in the nba 
1,"Dwade wants a max contract, yea sure, I see that happening. "
1,You all sure know how to make me feel fantastic 
1,Miami defense is awesome! 
1,Well yay because I don't feel tired now. 
1,mkeener17 
1,Thrunerswagking he really helped his team to a huge victory over an extremely talented Bosnia team. 
1,Big shout out to my body for deciding that 2am was getting too dull and that spontaneous bleeding from my mouth was the way to go. 
1,ashton_krip 
1,"AminESPN yeah, seems like that strategy is working real well. "
1,I wouldn't know it was Father's Day if it wasn't for Instagram 
1,You don't know fun until you're trying to find a TINY lost toy with only a description from a inconsolable kid.  #whatamilookingfor
1,"Arsenal why are #afc fans burning cesc4official shirts? Wenger chose not to sign him, yet more transfer market brilliance "
1,I think the #Spurs view Duncan v. Haslem as a matchup in their favor.  #NBAFinals #NBAFinals2014
1,"Thanks Sun, I love being burnt. "
1,Great day today with the famjam! #funday  #funny :D XD
1,JanexysValencia Clearly this isn't based on a storyline from the comics that's very iconic! 
1,Does anyone know who this #3 guy on the heat is? He's sorry lol. 
1,"Meh, I was due for an asthma attack anyway... "
1,#LeBron is a magical unicorn. Everywhere he goes flowers bloom and rivers of chocolate flow.  #nbaplayoffs #gospursgo
1,iheartrunning09 
1,"Boy i hope they make more shows about cops and doctors, their just inst enough out there. "
1,Thanks directv dvr box for restarting yourself in the middle of game 5 of the #NBAFinals. Exactly what I wanted.  #IsLeBronCrying?
1,I HAVE THE MOST SUPPORTIVE FRIENDS OUT THERE 
1,Tony Parker is good 
1,More conditioning tomorrow yaaaay 
1,Yeah this will be interesting. 
1,I wonder if Game of Thrones is going to be any good tonight. wingoz 
1,jkwilliams215 Delaware_Dolfan of course! 
1,That just makes me happy! 
1,SportsCenter and the rest of the team has FIVE points. #teamwork 
1,What a surprise... we are playing great! 
1,"piltzbp Because that 25mil wouldn't be better spent on, say, renewable energy or anything like that.   #auspol smh"
1,These refs #onpoint 
1,divorced parents are great 
1,The officiating in the NBA finals is off to a great start! 
1,Thank u BarackObama for ur wonderful #ForeignPolicy and leaving my brothers in arms with nothing to show for #Iraq from a #veteran 
1, #onoff
1,"LeBron James: 18 points, 6 rebounds, 1 assist in 10 minutes. But all I want to know is his Player Efficiency Rating!! "
1,Nice foul call
1,"Watching a special on the American Patriot ""Ramses III"" on the American Heroes Channel. #makessense "
1,Nope.
1,She was not turnt at all..... lol
1,patty cake so clever 
1,"glad we have ppl like AndreGrimaux to highlight budget positives, I'm sick of constant whining from poor and disadvntaged #auspol "
1,paulocoelho Always so humble 
1,RealMikeWilbon yeah I mean who wants to watch an evenly called game?  #unfollow
1,oliverh24 your tweets are like sportscenter. Thanks! 
1,"Cool, life is fucking fantastic. "
1,Wow...Heat up 22-6  to start...who could have called that???  #allofasudden
1,BasedGodDex loool love u too master 
1,I love how no matter how hard I try to impress my parents they are never the ones to tell me 'good job'   #I give up
1,NBA officials are fannnnnnntastic. 
1,These refs don't want the heat to win or anything. 
1,"Sick foul, Lebron really took a lot of contact there "
1,We have championship DNA. Because that's something that definitely exists. And if it does its something the spurs TOTALLY lack 
1,brantley_a however will they win without Mario Chalmers? 
1,Good no call on LeBron!!!!  #GoSpursGo
1,How is it that Lebron strips people all the time and never fouls. Amazing. 
1,Lol today is just going fantastically 
1,Back in Hattiesburg. Yayyyyy 
1,I guess the NBA isn't like the WWE and this shit ain't rigged 
1,"Suns up in like three hours, I have an exam in eight, I'm boiling hot and I can't sleep. #fabulous "
1,What's on my agenda for tomorrow? Probably nothing important.  #theUSMNTplaytomorrow #freakingexcited #USA #OneNationOneTeam
1,i just love how mrs. turner takes her sweet ass time to grade these exams  #yurslow
1,Largest heat lead this series.. 4-0  #heat #NBAFinals
1,"Remember kids, when you can't be funny be sarcastic. I'm being sarcastic. "
1,"Hey TSN, thanks for the same 6 commercials over an entire NBA game. "
1,"S/O to my parents for being just SOO supportive. Seriously though guys, you're the absolute best. "
1,"He was ""looking into it"" I'm sure...   lee_evans999 Serafinos"
1,"Please, the national anthem is longer last time I checked.  #TheFinals2014"
1,Some guy just yelled Jayhawks at me... I'm oh so offended 
1,Popovich was really into the national anthem 
1,CamillaBelle JessieJ taylorswift13 I broke the glass on my iphone today because i'm a freaking genius 
1,The best part of the ridiculous espn Messi hype is that we get to relive it with Ronaldo tomorrow 
1,"Too bad, no more #JohnnyMiller at the U.S. Open, aww schucks, what a shame."
1,BenMcDonagh ooooh I'm scared 
1,scouse_irish Kopology thats why I use 
1,Oooh. The Cadets have some nice uniforms this year. 
1,I am lookin fine... Model status.  #atitsfinest
1,Man you gotta love spending time with everybody else's kid but your own.  
1,scouse_irish Kopology  but I liked the Macedonia quip ;-)
1,"Chris Bosh guarantees a win tonight, that gives me a lot of confidence "
1,Feeling great. Just got dumped. Best night ever 
1,"If you don't have a snapchat story about how drunk you got, were you really even drunk? "
1,"Feeling depressed, cuz I didn't get enough attention for being a Father on Facebook today. "
1,"I love nothing more than burning...oh wait, I love glasses tans even more!  ."
1,groughface Oh darn a #Cowboy has finished just second in the U.S Open. He has shamed our beloved institution #SaidNoOneEver  #Kim?
1,treed1919 The US Open was this weekend? 
1,"3 players under par, including the winner at 9 under.  Other two at one under. I guess the lack of rough made course too easy.  "
1,kayla_schrock I never would've guessed that was sarcasm. Thanks for the hashtag to clarify 
1,LOOOL well done #BOS - you're on fire :P #WorldCup #ARG 
1,So fun I can't 
1,The dude in these mmus sure does sound enthusiastic 
1,"davery76 thanks David, glad U picked up the intended . sorting people into lists so I stay sane ;)"
1,Good thing I tweeted a happy Father's Day message....my dad totes has twitter and will see!! 
1,Good one!  RT teacher_noclass: GunSenseUSA Target The real question is why do you steal momsdemand action's logo? Get your own
1,"Uncovered, unattended manhole next to little league ball field. I like our city govt. They seem smart.  #notveiled"
1,illuminati_stop u know wah?? Then all players are fake then...since they can't score without running. #sillytalk  #nonsense
1,You know what's missing? #WorldCup2014 Vuvuzelas! #HeyNow 
1,"Delta your amazing track record continues, I love missing my flight due to your lack of planning and love driving 7 extra hours "
1,I love when people talk about ghosts 
1,bofromseattle I mean how good can he really be if that was only his second goal ever in the World Cup?  #WorldCup2014
1,Wowww sooo manyyyy Argentinians on my TL. 
1,hit and runs are my favorite. 
1,"TNADixie georgeselvie since IMPACTWRESTLING doesn't have that many fans in their arenas, at least the paid ones show up #tna "
1,My neighbors dog barks non-stop and it always sounds like it's being eaten alive. It's not annoying at allllll 
1,"TheTweetOfGod You're telling me not only is it belt fed but it has a box magazine too? That's like, double the rate of fire right? "
1,Some guy named #messi scored. I hear he's decent.  #WorldCup
1,Literally haven't heard a thing about Messi for months. Good to see you all out again... 
1,This battle for 2nd place is intense! #USOpen #boring  #nooneiswatching
1,Messi can't take a corner kick like Rooney can though! 
1,I love it how people are thoughtful enough to leave a shopping trolley in a car space.  #lookingforacarpark
1,thanks for the invite guys 
1,Rock on to this great day. Lol. 
1,I loved talking to you all day 
1,sportscaddy shame  doesn't come through on tweets
1,"hankschulman if giants can't get out of funk, Dusty Baker is available "
1,I am absolutely Shocked that DanielHemric  won the Redbud 300 !!!! 
1,oJ0J0 
1,Yayyy messi scored against Bosnia he's the best in the world.  #WorldCup
1,Happy :-) fucking :-) birthday :-) to :-) me :-) 
1,SamzBlazin21 thank for the invite fam.... 
1,Oh good united  just texted me about my flight delay 20 min after I was to leave.#farts not board Thank goodness I got it 
1,The reports about Messi's demised were again a bit premature.  #ARGvsBIH #messi
1,Oh good. Well at least we're no longer wasting time with taking pitches. 
1,"Also, #Argentina is involved in the ugliest, most boring game of the FIFAWorldCup thus far. Who'd have thought it?  #ARGvsBIH"
1,#USOpen  is close then 
1,"Well, #LionelMessi is a complete dud thus far. Who'd have thought it?  #ARGvsBIH"
1,BuzzFeedAndrew Nice to see the Army is letting Manning keep up with current events from jail. He was so on top of things before. 
1,tsnjamesduthie geez...he must be ashamed of how you've turned out #kidding 
1,not watching the game but it sounds like Argentina is smashing BH Spain style 
1,"It's official, the Giants are never winning again. "
1,Well this is just FABULOUS. 
1,I do love 11 hours min rest between duties  #notthedream  #lovemyjob
1,"This announcer for ESPN is just doing a SWELL job of pronouncing Herzegovina, well on son #ARGvsBIH #WorldCup "
1,Messi is playing so well! 
1,I just LOVE getting catcalled when I go to wawa 
1,#naptime before i have to go to work.. an hour later than I normally would... thanks #WorldCup2014 
1,jettstranded buffaluffalo Wait... MCBC wants unlicensed Aquabats merch!? #NoWay 
1,"Wait, that was  #CarryOn"
1,Life's Amazing when u've got tht one friend who does not want to share nothing wth u... 
1,I love the talks my dad gives me after I played badly 
1,Pretty sure I have a slight concussions cause I've had a headache ever since. Thanks again Jared! 
1,Thanks for being supportive 
1,JMJje 
1,FaZeJev is a killionaire like someone with a lot of money who kills people? Why would you tweet that?! 
1,Really don't know if my heart will take another pulsating half of football like that.......!!  #WorldCup2014 #ARGvsBIH
1,I love being ignored. 
1,Oh. It rolled off the green again.  That's something new.   #USOpen
1,Thing I love best about DC? Running into people you're trying to avoid  #justlikecollege
1,Ossie Ardilles is in no way hard to understand  #WorldCup2014
1,Gotta love not being able to sleep 
1,I love Mondays... #mondaymorningdread 
1,"After hearing how good argentina is, that was a world class performance "
1,"sjh2222 With all this equipment, we should be a crime free nation in no time."
1,Gramps is tripping out on the soccer guys haircuts and come to this conclusion: so jotos play soccer. Right on. Better him than me. 
1,desertgardens War is far too important to leave to the professionals. 
1,"kawaiichilton Oh, dear. This should be fun. "
1,"patbits ftrain Well, he gets points for using ""I statements"". "
1,Great birthday party family. Thanks for lying about me to everyone 
1,I just loooooove one word answers 
1,Just saw #Sharknado for the first time yesterday. How did this movie not win an Oscar? 
1,"Hey, hi. I'm here to look pretty and insult your intelligence. [insert something insulting to your intelligence and hairflip here] "
1,"Amtrak damn, can't believe after 3 hours I didn't think of that "
1,"Lexus, BMW, Acura, or Honda. It's hard being me.  #decisionsdecisions"
1,"Doing ""work experience"" at my school this week.... YAY! I honestly believe it will be interesting and worth my time. "
1,Well channel 4 definitely have the tact to handle such a sensitive subject.
1,#thevirginkiller
1,TMaster4K no shit? 
1,Alexmartin1983 saramartin2808 should've added  especially for yo dumb ass.
1,Mmm... Nothing beats a stale Chicken in a Biskit cracker. #yummy 
1,"Whoever put that reservation in for an hour after we close tonight, thanks for the extra two hours of work. "
1,"Hey PostCrescent, could you devote a little more time (and ink) to the whole #Wisconsin #gaymarriage thing? "
1,Well there is one prove that those balance wrist bands work. Own goal in record time #worldcup2014 #ylemmfutis 
1,"Oh Toronto, you are such a fun place to drive in  #TorontoTraffic #missingthecountry"
1,Sophieelynchh ooohhhhhh reeaalllyyyy i didnt fuckig realise  #stupidsophie
1,Nice friends I have 
1,"Oh thanks Iphone, for programming this holiday into my calender so I wouldn't forget it. 'Ppreciate that! "
1,"Don't worry TWC, it not like I actually want to watch the world cup or anything.  Your service sucks."
1,BlaineStewart naked_rowers OW MY EYES!!! 
1,Happy Sperm Donor Day to all the fathers out there who didn't stick around! 
1,Wow. We. Are. So. Busy. 
1,Work today. #yay #happy #dope #sick #excited 
1,Just love the able bodied douchebags who park in the closest spot to the gym door. 
1,Another week of US hours #yess #dontyoujustlovework 
1,"Grreeeaaaat story for dinner time, ctvottawa  #notimpressed"
1,Ahah great talk... 
1,This is just such a great day. 
1,"Anyone think, if anything, there's been too many goals in this World Cup? "
1,"Aw come on, you went to Rockport stevenplummer16... Much like Beeville everyone knew everyone. Couldn't have been that bad "
1,Woah Bosnia scored first #shocked 
1,Didn't see that one coming  it's gonna be a slaughterfest
1,Off to the hospital to hang out with the brother here pretty soon... Can you sense my excitement for this situation?! 
1,"Soooo sunburned right now I look like a crab, and I start work tomorrow. Great!  #sunburned #tothemax"
1,cant label every person who dose blow a #cokehead some people just reeeaaaaalllllyyy like the way it smells same with #weedheads 
1,RandiGandi tgminish FarmersMinds LaurensCows tinamarieshaw fionagraham13 I know Michael. 
1,America forces democracy on Iraq and now they're overthrowing it. #verysurprised  #neversawthiscoming
1,liamrileyxxx really? U sure? I am sure I would have heard about it before lol xxx   #onlyjoking
1,"Coral thanks for your help tonight, very much appreciated "
1,For such a peace loving and non-intrusive country there are a lot of other people in the world who hate America. 
1,Kojothedebater yeah sounds like Elliot was nice to the girls he hit on. Sounds like he was just peachy. 
1,Glad I got home just in time for the Sox to lose. 
1,This weekend was fun 
1,Rudy's Tacos for dinner with the padres.  Yummy!  
1,ConnorFuckingT But im not your fan and you were jus flicking me in the head! and oh yeh cheers for the drink Pal'! 
1,I love it when trolls decide to spam the Wiki! 
